a	698	0	I think its false because of global warming. Global warming would actualy make the geat go up.
a	361	0	I think this claim is false because the populatoin has not stayed the same, this is because as the years increase the butterfly number increases to.for example in 1996 there were 33.50 million and fast forward to 2003 there were 556.00 and it just keeps droping and soon there will be no butterflies.
a	475	0	In 2013, the population was 33.50 million, but in 1998, it was almost 30 times that! Not much more to say.
a	24	1	The graph provided with the investigation shows that commonly the higher temperature sands normally have hatching female turtles unlike hatching male turtles that do their thing in colder sands. Now in the graph, some male turtles hatch in warmer sands than female hatching turtles but not as often as the other way around. I still stick with my decision with true with my reasons conveniently said and the graph for evidence
a	520	1	The highest count of butterfly was in 1996 and ever since then it has dropped rapidly over the past 17 years. And it has dropped by over 800 million, so it has not been staying the same.
a	536	1	in 1960 the temperature was 84.56, but in 2016 the temperature is 85.57. it is going just a little higher
a	669	1	this fact is false because as i move down the data chart from beginning to end it starts at 33.50 and goes to 909.50 the count of butterfly's in Mexico have gone way up.
a	122	0	The reason why is because heat can change how will it gose thought it's cycle because it can shevle up and it could die in the cold due to the tempture drop.
a	187	0	I believe that the sand temperature affects whether the leather back eggs hatch as a fem. or male.Because in the article it said that scientist sometimes collect the eggs and control the temp. and then check if they are a fem. or male.
a	693	0	86.72 it hier than 85.21\n\n\n\n   86.72=2020 .     85.21=2008
a	273	1	The data shows that in higher temperatures females are normally hatched.  In lower temperatures male are normally hatched.
a	673	0	When I sorted the data by year(lowest to highest), I found that the amount has increased and then decreased through the years. It has not stay really stayed the same.
a	467	0	The temperature seems to go up and down each year. It isn't exactly decreasing, but it does go down a tiny bit each year. But then it will rise again, being back to the temperature it was before. I believe it's partly true, but the temperature rises again in a few years,
a	232	1	Some males where  born in hot tempture same as females. It goes back and forth to say the heat affects the gender, if you say that  the hotter sand has females you would probly wrong  next time some males where born in high tempture  thats why its probly false.
a	376	0	The temperature has been mostly the same when you look at the data, so obviously, it wouldn't be decreasing over the years.
a	323	1	I think this is partly true and partly false because their is one section where the graph doesn't support the claim of sand temperature effecting the gender. The graph also shows that the claim cant be fully false.
a	593	1	as the years go by they get lesser and lesser from 909 million to 33 million
a	334	0	i think that this is false because when the temptures are higher it take longer and most people would think that it would go faster because there is more food.
a	325	0	of you look at sort by Temperature high to low you will find that if it 85 degreas and up it will be a female and 84 degreas and lower is mail.
a	603	0	because each year more go to Mexico because it's warm in Mexico.
a	180	1	I think true because if a monarch butterfly's habitat is cold then it  will not be able to transfer throw out all of the other stages in its life cycle, but if a monarch butterfly's habitat is warm then it will be able to transfer throw the stages. Just like if a human goes out side in the cold then the fluids inside of your body will not stay warm, but if you are inside and it is warm inside then the fluids in your body will keep running faster throw out your body.
a	284	1	Well, when I sorted the data by temperature lowest to highest, I looked at the life cycle stages and first there were a chunk of caterpillar  and then chrysalis  then more caterpillars back and fourth. I think that if the claim was true then all the caterpillars would be together and all the chrysalis would be together.
a	620	0	on my graph is doesn't look like the population is the same because it keeps going up and down not a steady amount each year
a	680	0	If you sort it by year you will see that it achuly got two digreas warmer.
a	253	0	All of the facts that were included in this text had great details. I think temperature does effect how fast the monarchs go through their life cycle. I think this because if they get to cold when they are in their chrysalis they can freeze on the inside and not grow. Also, if it is too hot for the caterpillar in it's chrysalis it would probably kill them and cause them to not grow anymore.
a	543	0	because this is dumb and I don't want to do it, and so Im not going to try. and also the temperatur is literally changed by 1 degree !!!!!!!!
a	49	0	is all way hot on a iland so they have t o udapt to the heat and there in the sand so the egg are cept cold
a	678	0	I believe the claim is false because in my graph the temperature has shown increase from the year 1960.
a	595	0	because all the year I saw were all different yes. but, one of the things it showed that in 2002 86.72 for the heat in ('F). it shows that in 1994 in was 85.57  for the heat in ('F.
a	159	0	if the sand is hot it will eafeck the eggs
a	540	0	The count in millions has changed a lot\n
a	21	0	I believe that the temperature can maybe change if it is a male or female, but I don't really know.  Some of the results say record that there were 4 males or females in a row at the same place wich there temperatures would be different in different places, but they also show in some sections that they can be scattered (one female one day a male a different day). But on the other hand, a female lays there eggs all together in the same place under the sand so the temperature would be very close in the same hole and there are different genders in one hole.  So I think that it can be true or false.
a	182	0	I think its false because male and female turtles were being born in 85 degrees.The same goes for 84 degrees.
a	34	0	I think its wrong because there are similar temperatures and some die as a caterpillar and some die in a chrysalis. for example, there is one where it's 60.90 and it dies as a caterpillar then there's one where its 60.98 and it dies as a chrysalis.
a	401	1	when you go to the 1960 the temps were 84 and when you go to dates higher up you see the actually increase
a	377	0	i dont know\n
a	299	1	I think this claim is true because, when I organized the data by temperature, I saw some patterns. First, when the eggs were in the 54 - 59.36 degree range, they were all caterpillars. Second, when the eggs were in the 59.37 - 60.90 degree range, they were a mixture of caterpillars and chrysalises. Lastly, when the eggs were in the 60.91 - 64 degree range, they were all chrysalises. That is why I think the claim is true. The temperature of a monarch butterfly's habitat does affect how quickly it goes through its life cycle stages.
a	85	1	I think its true because if you look at the data on the chart you can see that male turtles are hatched when the sand temperature is 85.04 and below and the females temperature is  is 85.04 and higher.
a	123	0	the temperature does not seem to affect the butterfly's life cycle.
a	44	0	i thin that is true becaus that is wat the data said and thats the srcul of life for a buter fliy
a	57	0	because if it is cold the babies will die
a	279	1	One reason why I think that is partly true partly false is if that were true then either 1 or 25 would NOT be the same gender as they are because number 1 (85.80) is only .61 hotter than 25 (85.19). I think it is partly true to because the the data shows Females average 85 and a half maybe more and also shows the Males average 84 and a half so that is why I think that it is partly true and partly false.
a	19	0	ariana
a	397	0	the temperature of  the sand in raine island,Australia has been  decreasing since 1960.
a	286	1	the weather makes the monarch slow done if it is to cold out they stay as caterpillars and when it is hot they grow up faster.\n They grow faster if they eat more.\nthey grow slow if it is 61 to 54 farinhite\nmost of theyse are still caterpillars because it is still cold
a	476	1	I think false because, They been going down in the last few years. Also when it gose down also the year is too so this shows something to do with us! Thats why I think its False.
a	72	0	I think it's partly true and partly false because there are some caterpillars that have not became a chrysalis in the same temperature as the caterpillars that have already became chrysalis.
a	531	0	It is false because in 2002 it was 86.72 and in 2008 it was 15.21 but in 1964 it was 84.56\n
a	42	0	\nthe sands temperature in the ocean shore affects if  it will be a boy or a girl who will hatch from the   turtles egg.
a	3	1	because if it is could the cocoon is cold then it might freeze and when i am outside in the winter i do not see catpellar's  or butterfly's. In the summer i think it would be much qucker.
a	241	0	i think its false because it said that they hatch in the sand and go find safety in the sea they don't  say anything about having a special temature.
a	356	0	I think this clam is false, Because well I was reading it said that we have to keep estamating the range, Because more Monarch Butterfly's keep coming to the perfecht wether in Mexico to the forest.
a	38	0	it shows that really no matter what temp it is that any male or female can hatch
a	646	0	I think this claim is false because there is a lot of variety each year. for example in 2009 there were 96 million butterflies and in 2010 there were 201 million butterflies.
a	381	0	idk brynn brynn brynn brynn brynn brynn brynn brynn brynn brynn brynn brynn brynn brynn
a	462	0	It goes down and goes up\n
a	442	0	Yes, because if you look at the temperature it is going down and down more.
a	504	0	I don't think the temperature of the sand in Raine Island has been decreasing because in the data it shows that the sand temperature from 1960 all the way up to 2012 has been in a five degree radious from eachother.
a	166	1	i think is is true because the lowest for males to spawn is 80.60 temp and the lowest for females is 84.20 temp so the hotter the sand it will be a female the colder the sand is it going to be a male and that's why the sand temperature affects if it's a male or female
a	499	0	because over the years the count of butterfly's in mexico had increased and decreased alot
a	677	0	In my graph since the year 1993 it has rapidly increased, rapidly decreased, and mediocrity decreased. Which is the exact opposite of the scientists claims.
a	631	0	the monarch population staying the same is false because looking at my data, the numbers are nowhere near eachother
a	47	0	I think it is false because if an egg is laying playa sand it can come out as a female or male because if you look at the chart and look at what gender is next to playa sand it will say either female or male, not just male, not not just female. Same to do with the Suriname sand.
a	14	0	i dont know addy addy addy addy and bestfriends are brynn tyler maddys erin sabree dill pickle sammy myself my sleep peralisis demond
a	509	0	I think it is partly true because butterflys can stay the same but not that long. I also know that mexico has alot of butterflys.
a	388	0	the change in weather can happen
